date,daily_total,anomaly,anomaly_label
1971-03-24,329.29,1,Normal
1971-03-25,1454.6100000000001,1,Normal
1971-03-26,910.85,1,Normal
1971-03-27,566.14,1,Normal
1971-03-28,560.41,1,Normal
1971-03-31,497.87,1,Normal
1971-04-01,761.0,1,Normal
1971-04-02,1717.08,1,Normal
1971-04-03,310.93,1,Normal
1971-04-05,844.79,1,Normal
1971-04-07,319.66,1,Normal
1971-04-09,622.67,1,Normal
1971-04-10,1580.6100000000001,1,Normal
1971-04-12,1152.5,1,Normal
1971-04-13,1734.39,1,Normal
1971-04-14,2697.61,-1,Anomaly
1971-04-16,2707.13,-1,Anomaly
1971-04-18,781.19,1,Normal
1971-04-19,660.93,1,Normal
1971-04-20,1544.42,1,Normal
1971-04-21,554.18,1,Normal
1971-04-24,847.38,1,Normal
1971-04-26,461.03,1,Normal
1971-04-30,1887.29,-1,Anomaly
1971-05-01,1483.47,1,Normal
1971-05-03,1141.37,1,Normal
1971-05-05,212.96,1,Normal
1971-05-08,680.93,1,Normal
1971-05-09,202.68,1,Normal
1971-05-10,947.43,1,Normal
1971-05-11,1782.72,1,Normal
1971-05-12,187.73,1,Normal
1971-05-14,381.32,1,Normal
1971-05-19,457.35,1,Normal
1971-05-20,637.66,1,Normal
1971-05-21,2101.12,-1,Anomaly
1971-05-22,403.95,1,Normal
1971-05-24,324.05,1,Normal
1971-05-26,1318.88,1,Normal
1971-05-27,543.99,1,Normal
1971-05-28,261.56,1,Normal
1971-05-29,337.53,1,Normal
1971-05-30,1287.42,1,Normal
1971-05-31,471.4,1,Normal
1971-06-01,562.53,1,Normal
1971-06-02,470.15,1,Normal
1971-06-03,787.51,1,Normal
1971-06-05,245.29,1,Normal
1971-06-06,1247.79,1,Normal
1971-06-07,1520.37,1,Normal
1971-06-08,155.35,1,Normal
1971-06-11,377.62,1,Normal
1971-06-12,895.55,1,Normal
1971-06-14,471.32000000000005,1,Normal
1971-06-16,1436.75,1,Normal
1971-06-17,687.52,1,Normal
1971-06-18,330.0,1,Normal
1971-06-23,665.9499999999999,1,Normal
1971-06-25,489.8,1,Normal
1971-06-26,261.27,1,Normal
1971-06-28,914.9000000000001,1,Normal
1971-06-30,890.0999999999999,1,Normal
1971-07-01,1221.6299999999999,1,Normal
1971-07-04,817.55,1,Normal
1971-07-06,1434.09,1,Normal
1971-07-07,741.13,1,Normal
1971-07-08,318.29,1,Normal
1971-07-09,189.15,1,Normal
1971-07-11,677.76,1,Normal
1971-07-16,562.76,1,Normal
1971-07-17,916.97,1,Normal
1971-07-18,337.36,1,Normal
1971-07-20,1444.26,1,Normal
1971-07-21,1233.11,1,Normal
1971-07-22,840.47,1,Normal
1971-07-24,1376.67,1,Normal
1971-07-28,667.31,1,Normal
1971-07-29,800.43,1,Normal
1971-07-30,385.61,1,Normal
1971-08-01,889.78,1,Normal
1971-08-02,101.36,-1,Anomaly
1971-08-03,637.89,1,Normal
1971-08-04,166.82,1,Normal
1971-08-05,273.05,1,Normal
1971-08-08,677.1,1,Normal
1971-08-09,574.68,1,Normal
1971-08-10,639.56,1,Normal
1971-08-14,1673.08,1,Normal
1971-08-15,950.87,1,Normal
1971-08-16,239.45,1,Normal
1971-08-17,1131.1399999999999,1,Normal
1971-08-19,559.77,1,Normal
1971-08-22,558.58,1,Normal
1971-08-24,201.11,1,Normal
1971-08-26,976.75,1,Normal
1971-08-28,554.3199999999999,1,Normal
1971-08-29,442.26,1,Normal
1971-08-30,938.59,1,Normal
1971-09-01,1160.25,1,Normal
1971-09-03,426.44,1,Normal
1971-09-04,707.7,1,Normal
1971-09-06,896.8,1,Normal
1971-09-07,1404.62,1,Normal
1971-09-08,484.76,1,Normal
1971-09-09,923.24,1,Normal
1971-09-10,556.75,1,Normal
1971-09-11,226.12,1,Normal
1971-09-13,859.53,1,Normal
1971-09-14,2364.4300000000003,-1,Anomaly
1971-09-15,915.0799999999999,1,Normal
1971-09-17,300.16999999999996,1,Normal
1971-09-19,532.26,1,Normal
1971-09-21,156.93,1,Normal
1971-09-22,2380.28,-1,Anomaly
1971-09-24,863.32,1,Normal
1971-09-26,912.06,1,Normal
1971-10-01,746.04,1,Normal
1971-10-02,1156.03,1,Normal
1971-10-04,1137.54,1,Normal
1971-10-05,933.75,1,Normal
1971-10-07,961.09,1,Normal
1971-10-12,2106.6,-1,Anomaly
1971-10-13,484.77,1,Normal
1971-10-14,441.64,1,Normal
1971-10-16,1201.35,1,Normal
1971-10-18,626.74,1,Normal
1971-10-21,1200.41,1,Normal
1971-10-22,747.77,1,Normal
1971-10-25,400.71,1,Normal
1971-10-27,309.06,1,Normal
1971-10-28,751.62,1,Normal
1971-10-30,319.26,1,Normal
1971-10-31,766.25,1,Normal
1971-11-01,496.36,1,Normal
1971-11-03,503.93,1,Normal
1971-11-06,620.57,1,Normal
1971-11-08,878.76,1,Normal
1971-11-11,780.17,1,Normal
1971-11-12,638.6800000000001,1,Normal
1971-11-14,1343.77,1,Normal
1971-11-17,881.55,1,Normal
1971-11-18,370.39,1,Normal
1971-11-19,755.6,1,Normal
1971-11-21,649.45,1,Normal
1971-11-23,112.02,-1,Anomaly
1971-11-24,585.86,1,Normal
1971-11-26,1091.3999999999999,1,Normal
1971-11-27,1061.42,1,Normal
1971-11-28,1875.9099999999999,1,Normal
1971-11-30,1090.6100000000001,1,Normal
1971-12-01,615.24,1,Normal
1971-12-02,329.58,1,Normal
1971-12-03,862.46,1,Normal
1971-12-05,380.48,1,Normal
1971-12-06,421.25,1,Normal
1971-12-08,424.97,1,Normal
1971-12-10,399.29,1,Normal
1971-12-13,1976.8,-1,Anomaly
1971-12-17,126.74,1,Normal
1971-12-20,354.15,1,Normal
1971-12-23,1135.6100000000001,1,Normal
1971-12-25,1755.01,1,Normal
1971-12-26,470.19,1,Normal
1971-12-27,957.51,1,Normal
1971-12-29,699.6,1,Normal
1971-12-30,635.49,1,Normal
1972-01-01,173.32,1,Normal
1972-01-02,708.1,1,Normal
1972-01-05,164.36,1,Normal
1972-01-06,1659.62,1,Normal
1972-01-08,748.84,1,Normal
1972-01-10,321.28,1,Normal
1972-01-11,286.86,1,Normal
1972-01-12,344.69,1,Normal
1972-01-13,2106.1099999999997,-1,Anomaly
1972-01-15,209.07,1,Normal
1972-01-20,805.3299999999999,1,Normal
1972-01-21,979.0,1,Normal
1972-01-22,1163.75,1,Normal
1972-01-23,823.88,1,Normal
1972-01-25,1704.98,1,Normal
1972-01-26,523.92,1,Normal
1972-01-27,805.44,1,Normal
1972-01-29,290.55,1,Normal
1972-01-30,429.92,1,Normal
1972-02-03,836.11,1,Normal
1972-02-05,1084.8700000000001,1,Normal
1972-02-06,1957.0900000000001,-1,Anomaly
1972-02-07,902.08,1,Normal
1972-02-09,945.82,1,Normal
1972-02-15,173.27,1,Normal
1972-02-16,1175.57,1,Normal
1972-02-18,1348.54,1,Normal
1972-02-19,571.59,1,Normal
1972-02-20,410.78,1,Normal
1972-02-21,786.63,1,Normal
1972-02-22,560.3,1,Normal
1972-02-24,894.35,1,Normal
1972-02-27,917.63,1,Normal
1972-02-29,882.12,1,Normal
1972-03-02,2157.94,-1,Anomaly
1972-03-03,996.3,1,Normal
1972-03-04,616.06,1,Normal
1972-03-06,270.38,1,Normal
1972-03-07,1417.48,1,Normal
1972-03-08,822.77,1,Normal
1972-03-09,553.3,1,Normal
1972-03-11,581.1,1,Normal
1972-03-12,477.69,1,Normal
1972-03-13,292.68,1,Normal
1972-03-14,420.77,1,Normal
1972-03-18,854.98,1,Normal
1972-03-19,158.82,1,Normal
1972-03-21,1452.69,1,Normal
1972-03-25,1185.19,1,Normal
1972-03-28,982.73,1,Normal
1972-03-29,166.44,1,Normal
1972-03-31,841.28,1,Normal
1972-04-01,220.83,1,Normal
1972-04-03,810.21,1,Normal
1972-04-04,972.7,1,Normal
1972-04-06,200.25,1,Normal
1972-04-08,896.38,1,Normal
1972-04-09,1372.96,1,Normal
1972-04-10,960.84,1,Normal
1972-04-11,709.65,1,Normal
1972-04-12,501.02,1,Normal
1972-04-13,932.22,1,Normal
1972-04-15,732.37,1,Normal
1972-04-17,899.53,1,Normal
1972-04-18,613.51,1,Normal
1972-04-19,167.2,1,Normal
1972-04-20,587.6,1,Normal
1972-04-23,726.91,1,Normal
1972-04-26,993.23,1,Normal
1972-04-27,949.02,1,Normal
1972-04-28,611.76,1,Normal
1972-04-29,562.73,1,Normal
1972-04-30,737.1,1,Normal
1972-05-01,484.67,1,Normal
1972-05-02,729.87,1,Normal
1972-05-04,290.18,1,Normal
1972-05-06,1333.4099999999999,1,Normal
1972-05-08,752.77,1,Normal
1972-05-11,547.34,1,Normal
1972-05-12,304.14,1,Normal
1972-05-15,523.79,1,Normal
1972-05-18,571.38,1,Normal
1972-05-19,338.5,1,Normal
1972-05-20,447.98,1,Normal
1972-05-21,369.01,1,Normal
1972-05-22,396.71,1,Normal
1972-05-23,1259.96,1,Normal
1972-05-24,819.67,1,Normal
1972-05-26,775.42,1,Normal
1972-05-27,750.69,1,Normal
1972-05-29,1490.06,1,Normal
1972-05-31,443.98,1,Normal
1972-06-01,1076.13,1,Normal
1972-06-02,219.64,1,Normal
1972-06-04,200.01,1,Normal
1972-06-06,465.66,1,Normal
1972-06-07,763.64,1,Normal
1972-06-08,1879.0700000000002,-1,Anomaly
1972-06-09,1616.35,1,Normal
1972-06-10,903.9300000000001,1,Normal
1972-06-11,151.82,1,Normal
1972-06-15,866.31,1,Normal
1972-06-20,546.27,1,Normal
1972-06-22,817.06,1,Normal
1972-06-23,661.33,1,Normal
1972-06-24,394.31,1,Normal
1972-06-25,1117.48,1,Normal
1972-06-26,221.28,1,Normal
1972-06-29,764.87,1,Normal
1972-07-02,1482.73,1,Normal
1972-07-03,369.89,1,Normal
1972-07-04,230.34,1,Normal
1972-07-05,1038.44,1,Normal
1972-07-06,510.07,1,Normal
1972-07-07,610.69,1,Normal
1972-07-09,197.55,1,Normal
1972-07-13,934.12,1,Normal
1972-07-14,878.22,1,Normal
1972-07-16,729.24,1,Normal
1972-07-18,794.85,1,Normal
1972-07-19,1123.98,1,Normal
1972-07-20,471.49,1,Normal
1972-07-26,664.7,1,Normal
1972-07-28,1125.57,1,Normal
1972-07-29,605.39,1,Normal
1972-07-30,1315.6,1,Normal
1972-07-31,924.98,1,Normal
1972-08-01,1462.1599999999999,1,Normal
1972-08-02,208.38,1,Normal
1972-08-03,862.14,1,Normal
1972-08-04,600.29,1,Normal
1972-08-07,875.76,1,Normal
1972-08-09,719.82,1,Normal
1972-08-10,604.44,1,Normal
1972-08-11,398.92,1,Normal
1972-08-13,219.57,1,Normal
1972-08-14,668.17,1,Normal
1972-08-15,962.55,1,Normal
1972-08-16,1201.51,1,Normal
1972-08-19,280.92,1,Normal
1972-08-20,159.41,1,Normal
1972-08-21,198.09,1,Normal
1972-08-24,698.98,1,Normal
1972-08-25,490.18,1,Normal
1972-08-27,679.7,1,Normal
1972-08-30,452.51,1,Normal
1972-08-31,105.62,-1,Anomaly
1972-09-02,603.62,1,Normal
1972-09-06,274.85,1,Normal
1972-09-07,304.99,1,Normal
1972-09-08,168.46,1,Normal
1972-09-09,706.5,1,Normal
1972-09-11,1770.65,1,Normal
1972-09-12,838.3299999999999,1,Normal
1972-09-14,1275.97,1,Normal
1972-09-15,231.34,1,Normal
1972-09-19,768.43,1,Normal
1972-09-20,881.76,1,Normal
1972-09-21,287.08,1,Normal
1972-09-23,611.12,1,Normal
1972-09-27,600.17,1,Normal
1972-09-28,562.31,1,Normal
1972-09-29,602.75,1,Normal
1972-09-30,375.82,1,Normal
1972-10-01,675.98,1,Normal
1972-10-02,976.18,1,Normal
1972-10-03,331.61,1,Normal
1972-10-06,387.18,1,Normal
1972-10-07,821.91,1,Normal
1972-10-08,497.29,1,Normal
1972-10-09,1387.63,1,Normal
1972-10-10,465.92,1,Normal
1972-10-11,877.56,1,Normal
1972-10-12,1355.2,1,Normal
1972-10-13,1330.8200000000002,1,Normal
1972-10-15,861.81,1,Normal
1972-10-16,481.11,1,Normal
1972-10-17,2276.8199999999997,-1,Anomaly
1972-10-18,797.85,1,Normal
1972-10-20,216.67,1,Normal
1972-10-21,611.9000000000001,1,Normal
1972-10-22,863.44,1,Normal
1972-10-27,988.14,1,Normal
1972-10-28,823.1,1,Normal
1972-10-29,647.74,1,Normal
1972-10-30,3079.1,-1,Anomaly
1972-11-03,207.32,1,Normal
1972-11-04,296.91,1,Normal
1972-11-05,801.24,1,Normal
1972-11-06,447.02,1,Normal
1972-11-10,1257.9099999999999,1,Normal
1972-11-13,926.87,1,Normal
1972-11-14,424.35,1,Normal
1972-11-15,166.49,1,Normal
1972-11-16,506.03,1,Normal
1972-11-18,625.86,1,Normal
1972-11-21,1657.18,1,Normal
1972-11-23,857.55,1,Normal
1972-11-24,135.24,1,Normal
1972-11-25,510.1,1,Normal
1972-11-27,608.42,1,Normal
1972-11-29,729.01,1,Normal
1972-12-02,612.7,1,Normal
1972-12-03,323.04,1,Normal
1972-12-06,106.39,-1,Anomaly
1972-12-07,341.98,1,Normal
1972-12-10,118.29,1,Normal
1972-12-12,603.74,1,Normal
1972-12-13,287.06,1,Normal
1972-12-14,1579.87,1,Normal
1972-12-15,689.48,1,Normal
1972-12-17,935.64,1,Normal
1972-12-21,655.11,1,Normal
1972-12-25,664.31,1,Normal
1972-12-27,974.68,1,Normal
1972-12-28,865.79,1,Normal
1973-01-01,805.57,1,Normal
1973-01-02,1040.65,1,Normal
1973-01-05,1765.81,1,Normal
1973-01-08,365.78,1,Normal
1973-01-09,251.77,1,Normal
1973-01-12,571.93,1,Normal
1973-01-13,1554.84,1,Normal
1973-01-16,2285.59,-1,Anomaly
1973-01-17,551.06,1,Normal
1973-01-18,345.7,1,Normal
1973-01-21,109.72,-1,Anomaly
1973-01-23,2289.31,-1,Anomaly
1973-01-24,879.19,1,Normal
1973-01-25,857.94,1,Normal
1973-01-27,937.09,1,Normal
1973-01-28,200.62,1,Normal
1973-01-29,706.98,1,Normal
1973-01-30,373.12,1,Normal
1973-02-01,1637.57,1,Normal
1973-02-04,939.76,1,Normal
1973-02-06,1192.44,1,Normal
1973-02-08,465.71,1,Normal
1973-02-09,218.74,1,Normal
1973-02-12,821.11,1,Normal
1973-02-13,1523.82,1,Normal
1973-02-14,710.64,1,Normal
1973-02-15,1845.1599999999999,1,Normal
1973-02-17,1065.44,1,Normal
1973-02-25,894.76,1,Normal
1973-02-27,1368.62,1,Normal
1973-03-01,364.48,1,Normal
1973-03-04,305.55,1,Normal
1973-03-05,701.25,1,Normal
1973-03-07,1352.45,1,Normal
1973-03-09,659.29,1,Normal
1973-03-10,435.15,1,Normal
1973-03-11,711.21,1,Normal
1973-03-12,1347.06,1,Normal
1973-03-13,1174.63,1,Normal
1973-03-14,463.57000000000005,1,Normal
1973-03-17,1271.01,1,Normal
1973-03-19,693.21,1,Normal
1973-03-20,514.8,1,Normal
1973-03-21,926.25,1,Normal
1973-03-22,798.17,1,Normal
1973-03-23,1431.27,1,Normal
1973-03-24,973.34,1,Normal
1973-03-26,715.29,1,Normal
1973-03-27,579.5,1,Normal
1973-03-28,128.04,1,Normal
1973-03-29,946.95,1,Normal
1973-03-31,890.91,1,Normal
1973-04-01,413.36,1,Normal
1973-04-02,619.25,1,Normal
1973-04-07,652.78,1,Normal
1973-04-08,703.1800000000001,1,Normal
1973-04-09,994.97,1,Normal
1973-04-10,694.11,1,Normal
1973-04-12,684.01,1,Normal
1973-04-14,1024.25,1,Normal
1973-04-18,1793.04,1,Normal
1973-04-20,1611.09,1,Normal
1973-04-22,470.96,1,Normal
1973-04-23,793.83,1,Normal
1973-04-25,703.1,1,Normal
1973-04-26,182.71,1,Normal
1973-04-27,664.17,1,Normal
1973-04-28,324.87,1,Normal
1973-04-29,692.9300000000001,1,Normal
1973-04-30,572.76,1,Normal
1973-05-01,1663.4,1,Normal
1973-05-02,826.88,1,Normal
1973-05-03,461.1,1,Normal
1973-05-04,289.9,1,Normal
1973-05-05,152.19,1,Normal
1973-05-06,467.16,1,Normal
1973-05-07,890.27,1,Normal
1973-05-09,599.09,1,Normal
1973-05-11,976.65,1,Normal
1973-05-12,819.98,1,Normal
1973-05-16,725.66,1,Normal
1973-05-18,778.53,1,Normal
1973-05-19,250.14,1,Normal
1973-05-21,556.51,1,Normal
1973-05-22,1446.02,1,Normal
1973-05-23,633.3599999999999,1,Normal
1973-05-24,556.36,1,Normal
1973-05-26,556.67,1,Normal
1973-05-29,1323.02,1,Normal
1973-05-30,301.89,1,Normal
1973-06-02,668.44,1,Normal
1973-06-04,2673.0,-1,Anomaly
1973-06-08,951.81,1,Normal
1973-06-10,1097.81,1,Normal
1973-06-11,917.91,1,Normal
1973-06-12,1087.1,1,Normal
1973-06-13,398.36,1,Normal
1973-06-14,317.5,1,Normal
1973-06-17,580.27,1,Normal
1973-06-18,710.34,1,Normal
1973-06-19,1911.87,-1,Anomaly
1973-06-20,720.64,1,Normal
1973-06-21,335.86,1,Normal
1973-06-25,658.67,1,Normal
1973-06-26,1272.3,1,Normal
1973-06-27,575.62,1,Normal
1973-06-30,874.05,1,Normal
1973-07-01,581.58,1,Normal
1973-07-03,608.29,1,Normal
1973-07-04,1166.5,1,Normal
1973-07-07,1648.33,1,Normal
1973-07-08,747.35,1,Normal
1973-07-10,964.04,1,Normal
1973-07-11,1191.96,1,Normal
1973-07-12,558.51,1,Normal
1973-07-13,729.39,1,Normal
1973-07-14,495.08,1,Normal
1973-07-16,748.5999999999999,1,Normal
1973-07-18,819.46,1,Normal
1973-07-20,201.9,1,Normal
1973-07-25,2157.66,-1,Anomaly
1973-07-26,691.73,1,Normal
1973-07-27,1195.1599999999999,1,Normal
1973-07-31,2679.41,-1,Anomaly
1973-08-04,897.28,1,Normal
1973-08-05,753.23,1,Normal
1973-08-06,2153.0299999999997,-1,Anomaly
1973-08-07,987.71,1,Normal
1973-08-08,1455.99,1,Normal
1973-08-10,1373.9499999999998,1,Normal
1973-08-12,990.61,1,Normal
1973-08-13,130.34,1,Normal
1973-08-15,832.62,1,Normal
1973-08-18,217.9,1,Normal
1973-08-20,326.6,1,Normal
1973-08-22,1287.54,1,Normal
1973-08-24,1726.95,1,Normal
1973-08-26,120.77,1,Normal
1973-08-28,865.39,1,Normal
1973-08-29,557.0,1,Normal
1973-09-01,2583.01,-1,Anomaly
1973-09-02,923.46,1,Normal
1973-09-03,860.15,1,Normal
1973-09-04,769.56,1,Normal
1973-09-05,570.48,1,Normal
1973-09-06,1608.0900000000001,1,Normal
1973-09-07,594.98,1,Normal
1973-09-08,706.26,1,Normal
1973-09-11,875.9399999999999,1,Normal
1973-09-14,1349.54,1,Normal
1973-09-18,259.14,1,Normal
1973-09-19,476.77,1,Normal
1973-09-20,294.3,1,Normal
1973-09-21,1819.44,1,Normal
1973-09-22,1005.9200000000001,1,Normal
1973-09-23,439.08000000000004,1,Normal
1973-09-24,935.67,1,Normal
1973-09-26,192.75,1,Normal
1973-09-28,615.35,1,Normal
1973-09-30,1345.8000000000002,1,Normal
1973-10-01,701.4200000000001,1,Normal
1973-10-02,534.4300000000001,1,Normal
1973-10-05,1217.41,1,Normal
1973-10-06,128.35,1,Normal
1973-10-07,446.36,1,Normal
1973-10-10,527.03,1,Normal
